User,Distance
1,116.173
2,188.034
3,173.579
4,95.3004
5,82.1592
6,92.0079
7,114.92
8,116.478
9,159.422
10,154.724
11,109.851
12,92.483
13,7.38692
14,20.0416
15,148.322
16,91.6715
17,202.332
18,143.834
19,158.795
20,156.469
