Client,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy,Processing Time,Comm Time,Comm Data Size,Timestamp
client 1,[0.013617205469310284],[0.3693],[0.0016559580501168967],[0.9354],[3170.241448966],68.99873280800063,26091520000,2024-07-27 09:43:59
client 5,[0.00837776303626597],[0.6182166666666666],[0.000944869395904243],[0.9602],[3483.840001278],74.53107978699128,26091520000,2024-07-27 11:31:55
client 3,[0.006307595874493321],[0.7139833333333333],[0.0008350113498163409],[0.9648],[3553.2913985679997],78.52548304400258,26091520000,2024-07-27 13:21:46
