NodeType,NodeId,X,Y,Z,DistanceFromBSS
gNB,0,0,0,0,0
UE,1,56.1211,47.0063,1.5,73.2217
UE,2,9.93088,15.3694,1.5,18.3601
UE,3,85.0274,147.547,1.5,170.3
UE,4,77.8717,81.275,1.5,112.569
UE,5,38.607,93.6294,1.5,101.288
UE,6,16.37,133.495,1.5,134.503
