NodeType,NodeId,X,Y,Z,DistanceFromBSS
gNB,0,0,0,0,0
UE,1,7.44485,125.256,1.5,125.486
UE,2,100.123,10.3671,1.5,100.67
UE,3,91.5902,30.4878,1.5,96.5428
UE,4,28.3364,82.3667,1.5,87.1176
UE,5,36.1855,53.831,1.5,64.88
UE,6,61.1558,98.6771,1.5,116.101
UE,7,41.6384,41.0003,1.5,58.4554
UE,8,10.1524,18.229,1.5,20.9193
UE,9,62.2667,131.788,1.5,145.765
UE,10,26.2523,143.7,1.5,146.086
