NodeType,NodeId,X,Y,Z,DistanceFromBSS
gNB,0,0,0,0,0
UE,1,22.6737,77.6042,1.5,80.8626
UE,2,15.8202,36.2099,1.5,39.5435
UE,3,65.9498,143.965,1.5,158.359
UE,4,3.443,124.772,1.5,124.829
UE,5,1.45411,50.9018,1.5,50.9446
UE,6,133.702,77.3603,1.5,154.477
UE,7,12.9126,54.3995,1.5,55.9311
UE,8,73.7443,53.0636,1.5,90.8638
UE,9,147.282,26.2193,1.5,149.605
UE,10,99.1083,131.385,1.5,164.581
