User,Delay,Throughput,EnergyConsumption,LostPackets,Jitter
1,0.291348,0.631467,157.512,5963,0.144957
2,0,0,296.491,6000,0.291348
3,0,0,1098.84,6000,0
4,0.360611,0.0853333,923.562,5995,0.360611
5,0,0,866.284,6000,1.18e-07
6,0.000559853,10.2263,1463.98,8,0.000559853
7,0.289437,0.698027,986.472,5591,0.288877
8,0.289247,0.653653,28.7765,5617,0.000189841
9,0.271505,0.9728,837.308,5430,0.0177414
10,0.27179,0.897707,1290.36,5474,0.000284556
11,0.29859,0.259413,677.924,5848,0.0268007
12,0.271483,0.9728,413.188,5430,0.027107
13,0.000478522,10.2315,203.126,5,0.271005
14,0.280018,0.658773,1059.69,5614,0.27954
15,0.291143,3.20853,564.748,5812,0.0111249
16,0.321331,0.682667,895.31,5960,0.0301874
17,0.299443,0.648533,200.94,5962,0.0218876
18,0,0,603.463,6000,0.299443
19,0,0,1230.78,6000,0
20,0.436304,0.0341333,275.536,5998,0.436304
