NodeType,NodeId,X,Y,Z,DistanceFromBSS
gNB,0,0,0,0,0
UE,1,16.8213,110.887,1.5,112.166
UE,2,16.9467,98.136,1.5,99.5998
UE,3,71.9002,23.8898,1.5,75.78
UE,4,13.5578,13.2017,1.5,18.9828
UE,5,19.5784,103.021,1.5,104.876
UE,6,115.415,55.998,1.5,128.291
