NodeType,NodeId,X,Y,Z,DistanceFromBSS
gNB,0,0,0,0,0
UE,1,24.9386,89.2175,1.5,92.6496
UE,2,23.8653,39.2179,1.5,45.9331
UE,3,0.669337,40.2403,1.5,40.2738
UE,4,50.4917,72.0348,1.5,87.9812
