NodeType,NodeId,X,Y,Z,DistanceFromBSS
gNB,0,0,0,0,0
UE,1,44.7661,37.5024,1.5,58.4182
UE,2,41.7901,62.1474,1.5,74.9063
UE,3,53.6366,136.627,1.5,146.786
UE,4,106.201,22.4473,1.5,108.557
UE,5,110.586,102.95,1.5,151.097
UE,6,134.149,99.3783,1.5,166.956
