NodeType,NodeId,X,Y,Z,DistanceFromBSS
gNB,0,0,0,0,0
UE,1,54.0608,56.8448,1.5,78.4612
UE,2,78.0359,24.3284,1.5,81.754
UE,3,104.487,32.581,1.5,109.459
UE,4,29.0774,49.5216,1.5,57.4468
UE,5,109.322,100.477,1.5,148.49
UE,6,99.6736,26.0811,1.5,103.04
