NodeType,NodeId,X,Y,Z,DistanceFromBSS
gNB,0,0,0,0,0
UE,1,0.803252,96.4443,1.5,96.4594
UE,2,10.8245,144.915,1.5,145.326
UE,3,99.7352,133.981,1.5,167.034
UE,4,20.8204,41.5244,1.5,46.4759
UE,5,58.4838,86.5639,1.5,104.479
UE,6,144.308,107.508,1.5,179.958
