Client,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy,Processing Time,Comm Time,Comm Data Size,Timestamp
client 1,[0.01388316891292731],[0.36078333333333334],[0.0018545195112004875],[0.9233],[3916.374241249],81.575337435996,26091520000,2024-08-25 23:22:04
client 4,[0.00924397759847343],[0.5730333333333333],[0.001094534001732245],[0.9554],[2947.5285599119998],67.23368566999567,26091520000,2024-08-26 00:53:49
