NodeType,NodeId,X,Y,Z,DistanceFromBSS
gNB,0,0,0,0,0
UE,1,32.6071,12.4412,1.5,34.9321
UE,2,130.477,123.228,1.5,179.476
UE,3,48.5676,26.8212,1.5,55.5017
UE,4,44.5035,81.5084,1.5,92.8786
UE,5,18.7804,86.4905,1.5,88.5187
UE,6,59.3724,118.14,1.5,132.228
