Client,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy,Processing Time,Comm Time,Comm Data Size,Timestamp
client 1,[0.01363923242414991],[0.36838333333333334],[0.0022073905009776353],[0.911],[2624.1635314980003],60.45207626700201,26091520000,2024-07-25 21:12:39
client 3,[0.00903231937053303],[0.58705],[0.0012776634770445526],[0.948],[2772.086566433],62.91655085700608,26091520000,2024-07-25 22:35:05
client 5,[0.005821580771977703],[0.74245],[0.000869396040495485],[0.9618],[2460.881719443],58.24460232299026,26091520000,2024-07-25 23:50:32
