NodeType,NodeId,X,Y,Z,DistanceFromBSS
gNB,0,0,0,0,0
UE,1,119.282,71.3614,1.5,139.007
UE,2,74.0764,9.28854,1.5,74.6716
UE,3,61.9158,100.027,1.5,117.649
UE,4,137.699,35.0204,1.5,142.09
UE,5,14.7017,54.8332,1.5,56.7896
UE,6,44.2128,119.264,1.5,127.204
UE,7,5.76295,126.758,1.5,126.898
UE,8,68.4788,78.4773,1.5,104.165
UE,9,60.3997,90.7481,1.5,109.021
UE,10,32.8179,3.33195,1.5,33.0207
