NodeType,NodeId,X,Y,Z,DistanceFromBSS
gNB,0,0,0,0,0
UE,1,40.6411,118.725,1.5,125.497
UE,2,94.6191,69.8348,1.5,117.609
UE,3,20.4611,96.9092,1.5,99.0571
UE,4,52.7583,129.002,1.5,139.381
UE,5,88.8886,114.402,1.5,144.884
UE,6,136.672,85.3361,1.5,161.133
