NodeType,NodeId,X,Y,Z,DistanceFromBSS
gNB,0,0,0,0,0
UE,1,111.911,65.056,1.5,129.455
UE,2,58.6748,56.3367,1.5,81.3561
UE,3,84.4397,79.6552,1.5,116.092
UE,4,24.7113,80.7856,1.5,84.4939
UE,5,11.6631,79.4561,1.5,80.3215
UE,6,6.2685,37.2526,1.5,37.8061
