NodeType,NodeId,X,Y,Z,DistanceFromBSS
gNB,0,0,0,0,0
UE,1,73.6394,80.0658,1.5,108.791
UE,2,35.4797,127.912,1.5,132.75
UE,3,147.51,103.231,1.5,180.051
UE,4,96.0638,88.6913,1.5,130.754
UE,5,22.8607,130.037,1.5,132.039
UE,6,73.2334,116.852,1.5,137.912
UE,7,111.843,104.661,1.5,153.183
UE,8,130.484,57.9658,1.5,142.788
UE,9,56.4522,125.552,1.5,137.668
UE,10,109.405,127.266,1.5,167.835
UE,11,106.79,46.028,1.5,116.297
UE,12,102.753,39.4045,1.5,110.06
UE,13,109.691,3.72844,1.5,109.765
UE,14,50.111,65.6865,1.5,82.6322
UE,15,54.6945,111.526,1.5,124.225
UE,16,53.16,7.25596,1.5,53.6739
UE,17,131.973,67.3508,1.5,148.173
UE,18,35.2167,136.814,1.5,141.282
UE,19,147.321,53.1158,1.5,156.611
UE,20,11.9847,100.647,1.5,101.369
