NodeType,NodeId,X,Y,Z,DistanceFromBSS
gNB,0,0,0,0,0
UE,1,71.8117,1.16988,1.5,71.8369
UE,2,110.153,122.94,1.5,165.076
UE,3,41.3475,92.9875,1.5,101.777
UE,4,130.507,115.043,1.5,173.981
UE,5,98.0223,54.3035,1.5,112.069
UE,6,142.316,6.99437,1.5,142.495
