Client,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy,Processing Time,Comm Time,Comm Data Size,Timestamp
client 1,[0.01316623847062389],[0.38875],[0.0015670248183421792],[0.935],[3478.858330899],75.29521446500236,26091520000,2024-07-31 23:45:48
client 2,[0.007748173127571742],[0.653],[0.001102844092284795],[0.9543],[2507.727756035],58.81949937000104,26091520000,2024-08-01 01:00:43
client 5,[0.00690595366222163],[0.6888333333333333],[0.0008329654705012217],[0.9656],[2436.693192589],58.00352394300516,26091520000,2024-08-01 02:11:28
