Client,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy,Processing Time,Comm Time,Comm Data Size,Timestamp
client 5,[0.012569022023429473],[0.4171666666666667],[0.001319607958290726],[0.948],[6676.011644509001],104.60591817701368,26091520000,2024-08-22 16:49:26
client 3,[0.008081720397248865],[0.6257666666666667],[0.0010991714278701693],[0.9563],[3545.468971329],74.8868235800029,26091520000,2024-08-22 18:35:20
client 1,[0.007288514361220102],[0.6733],[0.0007892673509893939],[0.9653],[2656.4897285290003],62.488724267001565,26091520000,2024-08-22 19:50:00
