NodeType,NodeId,X,Y,Z,DistanceFromBSS
gNB,0,0,0,0,0
UE,1,50.4025,37.7827,1.5,63.0094
UE,2,96.6603,3.22957,1.5,96.7259
UE,3,87.9164,115.802,1.5,145.402
UE,4,26.6653,41.2238,1.5,49.1192
UE,5,24.9242,111.533,1.5,114.294
UE,6,46.8205,45.9029,1.5,65.5857
