User,Delay,Throughput,EnergyConsumption,LostPackets,Jitter
1,0.211858,30.1056,1227.94,4236,0.211858
2,0,0,959.034,6000,0.211858
3,0,0,20.3675,6000,0
4,0.176131,42.5472,12.0902,3507,0.176131
5,0,0,86.6543,6000,1.18e-07
6,0.000492989,10.2315,1110.59,5,0.000492989
7,0.000497453,10.2315,1656.01,5,4.464e-06
8,0,0,596.123,6000,0.000497453
9,0,0,516.589,6000,0
10,0,0,705.891,6000,0
