NodeType,NodeId,X,Y,Z,DistanceFromBSS
gNB,0,0,0,0,0
UE,1,131.613,127.285,1.5,183.1
UE,2,33.5176,126.753,1.5,131.118
UE,3,62.0169,74.2946,1.5,96.7886
UE,4,107.396,42.854,1.5,115.64
UE,5,126.021,56.4677,1.5,138.102
UE,6,122.445,43.293,1.5,129.882
UE,7,72.1115,50.9153,1.5,88.2875
UE,8,41.1505,39.2085,1.5,56.8588
UE,9,62.3456,73.6181,1.5,96.4824
UE,10,3.33256,115.592,1.5,115.65
UE,11,128.039,126.744,1.5,180.167
UE,12,52.1317,136.567,1.5,146.186
UE,13,130.048,82.6522,1.5,154.098
UE,14,128.055,142.831,1.5,191.836
UE,15,122.299,87.7628,1.5,150.538
UE,16,17.6981,64.1099,1.5,66.5248
UE,17,125.611,10.009,1.5,126.018
UE,18,99.0623,93.9556,1.5,136.54
UE,19,67.6096,85.9073,1.5,109.331
UE,20,107.611,8.32332,1.5,107.942
