NodeType,NodeId,X,Y,Z,DistanceFromBSS
gNB,0,0,0,0,0
UE,1,106.661,110.174,1.5,153.353
UE,2,75.6759,95.6471,1.5,121.973
UE,3,111.896,49.2697,1.5,122.272
UE,4,39.5682,14.3494,1.5,42.1165
UE,5,123.903,38.3531,1.5,129.712
UE,6,63.1882,13.0173,1.5,64.5325
