Client,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy,Processing Time,Comm Time,Comm Data Size,Timestamp
client 3,[0.014665041298170884],[0.31948333333333334],[0.0023551247581839563],[0.9081],[3622.999872641],69.61650986200175,26091520000,2024-08-27 11:30:45
client 1,[0.008390441689640284],[0.6129],[0.0011459687309339642],[0.9541],[2598.172726578],57.4897726320009,26091520000,2024-08-27 12:46:46
