NodeType,NodeId,X,Y,Z,DistanceFromBSS
gNB,0,0,0,0,0
UE,1,78.645,96.6145,1.5,124.586
UE,2,27.2604,68.0008,1.5,73.2768
UE,3,105.478,11.8828,1.5,106.156
UE,4,36.9935,31.9615,1.5,48.9112
