User,Delay,Throughput,EnergyConsumption,LostPackets,Jitter
1,0.0598394,8.22613,985.184,1180,0.183741
2,0.292282,2.85013,970.467,5833,0.232443
3,0.296473,2.03093,1117.58,5881,0.00419057
4,0.296689,2.01387,1216.32,5882,0.000216167
5,0.220955,2.71189,389.47,4411,0.220955
6,0.24358,1.96608,1678.24,4848,0.0226255
