User,LostPackets
1,2
2,3
3,3
4,3
5,2
6,2
1,3
2,4
3,3
4,3
5,4
6,4
1,2
2,3
3,3
4,4848
5,2
6,2
1,4
2,4185
3,4979
4,4439
5,3
6,2
1,3
2,3
3,5159
4,5151
5,6
6,3
1,2
2,3
3,853
4,3
5,2
6,2
1,48
2,5125
3,2518
4,5373
5,3
6,2
1,2
2,2565
3,1226
4,3662
5,2
6,2
1,265
2,4036
3,4
4,2782
5,9
6,2563
1,3
2,1327
3,3
4,1694
5,2
6,1466
1,3
2,5
3,3
4,3
5,3
6,3
1,2
2,3
3,3
4,2306
5,2
6,2
1,4
2,960
3,4
4,1282
5,4
6,4
1,2
2,3
3,3
4,3
5,2
6,2
1,3221
2,5806
3,4
4,5516
5,2
6,2727
