User,Delay,Throughput,EnergyConsumption,LostPackets,Jitter
1,0,0,640.658,6000,0
2,0,0,396.989,6000,0
3,0,0,15.8994,6000,0
4,0,0,1400.27,6000,0
5,0,0,287.853,6000,1.18e-07
6,0.000707829,10.2281,193.544,7,0.000707829
7,0.29164,0.5888,988.387,5655,0.290932
8,0,0,247.063,6000,0.29164
9,0,0,681.921,6000,0
10,0.318013,0.4608,342.787,5730,0.318013
11,0,0,347.923,6000,0.318013
12,0.232605,0.453973,358.859,5734,0.232605
13,0,0,1029.96,6000,0.232605
14,0.362631,0.1536,596.439,5910,0.362631
15,0,0,277.157,6000,0.362631
16,0,0,861.421,6000,0
17,0.217971,27.8869,1361.96,4366,0.217971
18,0,0,1337.69,6000,0.217971
19,0,0,367.406,6000,0
20,0,0,508.708,6000,0
