NodeType,NodeId,X,Y,Z,DistanceFromBSS
gNB,0,0,0,0,0
UE,1,106.391,38.6245,1.5,113.195
UE,2,87.9489,14.2308,1.5,89.1054
UE,3,17.5566,2.73967,1.5,17.8322
UE,4,142.232,88.1661,1.5,167.348
UE,5,39.3967,64.8283,1.5,75.8752
UE,6,61.8292,6.76622,1.5,62.2165
UE,7,140.289,9.19591,1.5,140.598
UE,8,68.0398,17.595,1.5,70.294
UE,9,73.5537,90.6974,1.5,116.784
UE,10,81.353,15.3355,1.5,82.7994
UE,11,81.0057,19.8568,1.5,83.4174
UE,12,30.2637,79.114,1.5,84.7182
UE,13,27.2715,140.902,1.5,143.524
UE,14,54.7705,94.4813,1.5,109.219
UE,15,56.6746,48.2583,1.5,74.4522
UE,16,131.04,7.38985,1.5,131.257
UE,17,133.372,97.2057,1.5,165.043
UE,18,103.952,126.276,1.5,163.566
UE,19,9.13222,85.2201,1.5,85.7212
UE,20,57.5153,82.8487,1.5,100.867
