Client,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy,Processing Time,Comm Time,Comm Data Size,Timestamp
client 1,[0.012673586866011222],[0.4144833333333333],[0.0017484694972634315],[0.9289],[2827.3105791509997],61.7493992829976,26091520000,2024-07-28 21:49:54
client 3,[0.007894382624949018],[0.6388166666666667],[0.0009321857942966744],[0.9609],[2246.281749186],56.451333536995506,26091520000,2024-07-28 22:59:08
client 5,[0.007303606983646751],[0.6702166666666667],[0.0009225633258000016],[0.9609],[2318.896349741],57.29504409700302,26091520000,2024-07-29 00:11:07
