User,Distance
1,64.4662
2,117.516
3,171.562
4,101.651
5,48.1812
6,93.4854
7,163.909
8,193.551
9,126.508
10,90.7966
11,158.357
12,53.0315
13,120.781
14,86.9252
15,160.789
16,137.14
17,168.522
18,75.3863
19,130.107
20,203.714
