NodeType,NodeId,X,Y,Z,DistanceFromBSS
gNB,0,0,0,0,0
UE,1,45.2222,45.9195,1.5,64.4662
UE,2,111.071,38.352,1.5,117.516
UE,3,147.121,88.2423,1.5,171.562
UE,4,2.84184,101.6,1.5,101.651
UE,5,8.03517,47.4827,1.5,48.1812
UE,6,93.43,2.84587,1.5,93.4854
UE,7,106.321,124.739,1.5,163.909
UE,8,132.396,141.177,1.5,193.551
UE,9,125.068,18.974,1.5,126.508
UE,10,90.0506,11.5179,1.5,90.7966
UE,11,67.0446,143.456,1.5,158.357
UE,12,17.3645,50.0855,1.5,53.0315
UE,13,43.8378,112.534,1.5,120.781
UE,14,83.7828,23.1124,1.5,86.9252
UE,15,100.109,125.814,1.5,160.789
UE,16,42.1751,130.486,1.5,137.14
UE,17,143.901,87.692,1.5,168.522
UE,18,19.7867,72.7278,1.5,75.3863
UE,19,118.969,52.6487,1.5,130.107
UE,20,147.276,140.738,1.5,203.714
