NodeType,NodeId,X,Y,Z,DistanceFromBSS
gNB,0,0,0,0,0
UE,1,66.1646,120.181,1.5,137.198
UE,2,98.9927,59.891,1.5,115.71
UE,3,121.806,63.2209,1.5,137.243
UE,4,7.15978,26.0455,1.5,27.0533
UE,5,134.825,110.442,1.5,174.291
UE,6,60.9333,37.8256,1.5,71.7349
