User,Delay,Throughput,EnergyConsumption,LostPackets,Jitter
1,0,0,1070.33,6000,0.477046
2,0,0,468.431,6000,0
3,0,0,716.625,6000,0
4,0.304822,4.06187,138.524,5762,0.304822
5,0,0,1829.3,6000,1.18e-07
6,0.000926901,10.2315,732.606,5,0.000926901
7,0.0214039,9.46176,643.338,456,0.020477
8,0.000651038,10.2315,1470.18,5,0.0207528
9,0.000645534,10.2315,191.381,5,5.50487e-06
10,0,0,1066.42,6000,0.000645534
11,0,0,794.085,6000,0
12,0,0,334.547,6000,0
13,0.000615303,10.2315,839.062,5,0.000615303
14,0.358659,0.136533,754.346,5920,0.358043
15,0,0,1272.77,6000,0.358659
16,0.305473,0.631467,618.935,5963,0.305473
17,0.246372,19.1147,26.6053,4880,0.0591011
18,0,0,1120.94,6000,0.246372
19,0,0,273.778,6000,0
20,0.477046,0.0341333,13.0294,5998,0.477046
