User,Jitter
125.49,0.0
100.67,0.0
96.54,0.0
87.12,0.0
64.88,1.18e-07
116.1,0.0
58.45,0.0
20.92,0.0
145.77,0.0
146.08,0.0
,0.293756
,0.293756
,0.0
,0.000569368
,0.000569368
,0.0
,0.0
,0.0
,0.0
,0.0
125.49,0.349691
100.67,0.349691
96.54,0.0
87.12,0.0
64.88,1.18e-07
116.1,0.289005
58.45,0.289005
20.92,0.0
145.77,0.0
146.08,0.346408
,0.15242
,0.223331
,0.416707
,0.000611324
,0.0
,0.438571
,0.438571
,0.0
,0.0
,0.0
125.49,0.0
100.67,0.0
96.54,0.0
87.12,0.0
64.88,0.304548
116.1,0.0381767
58.45,0.342724
20.92,0.000537766
145.77,1.11835e-05
146.08,0.00054895
,0.0
,0.0
,0.0
,0.273824
,0.273824
,0.0
,0.0
,0.0
,0.0
,0.0
125.49,0.0
100.67,0.0
96.54,0.0
87.12,0.0
64.88,1.18e-07
116.1,0.0
58.45,0.0
20.92,0.0
145.77,0.0
146.08,0.0
,0.0
,0.0
,0.347626
,0.0645742
,0.283051
,0.301628
,0.0381371
,0.263491
,0.0
,0.0
125.49,0.0
100.67,0.0
96.54,0.0
87.12,0.0
64.88,1.18e-07
116.1,0.0
58.45,0.0
20.92,0.0
145.77,0.360973
146.08,0.360973
,0.0
,0.0
,0.0
,0.0
,0.32714
,0.32714
,0.0
,0.0
,0.0
,0.0
125.49,0.0
100.67,0.28287
96.54,0.28287
87.12,0.293294
64.88,1.18e-07
116.1,0.0
58.45,0.000579836
20.92,3.62422e-05
145.77,0.000616078
146.08,0.329018
,0.329018
,0.000574461
,0.000574461
,0.0
,0.305513
,0.305513
,0.0
,0.0
,0.0
,0.0
125.49,0.0
100.67,0.0
96.54,0.0
87.12,0.0
64.88,0.302154
116.1,0.0167213
58.45,0.285432
20.92,0.0
145.77,0.000583383
146.08,0.000583383
,0.286535
,0.286535
,0.0
,0.000555292
,0.000555292
,0.0
,0.225583
,0.225583
,0.0
,0.0
125.49,0.0
100.67,0.301293
96.54,0.301293
87.12,0.0
64.88,0.24176
116.1,0.241019
58.45,0.000741181
20.92,0.000597999
145.77,0.283178
146.08,0.0414363
,0.325212
,0.000572208
,0.000572208
,0.34074
,0.125365
,0.215375
,0.0
,0.0
,0.0
,0.0
125.49,0.303724
100.67,0.303724
96.54,0.289221
87.12,0.289221
64.88,1.18e-07
116.1,0.00494709
58.45,0.00494709
20.92,0.326638
145.77,0.326638
146.08,0.0
,0.300571
,0.037585
,0.33747
