User,Throughput
125.49,0.0
100.67,0.0
96.54,0.0
87.12,0.0
64.88,0.0
116.1,0.0
58.45,0.0
20.92,0.0
145.77,0.0
146.08,0.0
,0.06144
,0.0
,0.0
,10.2366
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
125.49,0.2048
100.67,0.0
96.54,0.0
87.12,0.0
64.88,0.0
116.1,0.426667
58.45,0.0
20.92,0.0
145.77,0.0
146.08,0.0426667
,3.81269
,0.00341333
,10.2212
,0.0
,0.0
,0.0682667
,0.0
,0.0
,0.0
,0.0
125.49,0.0
100.67,0.0
96.54,0.0
87.12,0.0
64.88,0.151893
116.1,0.254293
58.45,0.0
20.92,10.2263
145.77,10.2263
146.08,0.0
,0.0
,0.0
,0.0
,0.913067
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
125.49,0.0
100.67,0.0
96.54,0.0
87.12,0.0
64.88,0.0
116.1,0.0
58.45,0.0
20.92,0.0
145.77,0.0
146.08,0.0
,0.0
,0.0
,0.2048
,0.605867
,0.0
,0.6144
,12.6464
,0.0
,0.0
,0.0
125.49,0.0
100.67,0.0
96.54,0.0
87.12,0.0
64.88,0.0
116.1,0.0
58.45,0.0
20.92,0.0
145.77,0.0631467
146.08,0.0
,0.0
,0.0
,0.0
,0.0
,0.5632
,0.0
,0.0
,0.0
,0.0
,0.0
125.49,0.0
100.67,3.84
96.54,0.0
87.12,1.70667
64.88,0.0
116.1,0.0
58.45,10.2298
20.92,10.2263
145.77,0.0
146.08,0.515413
,0.0
,10.2281
,0.0
,0.0
,0.631467
,0.0
,0.0
,0.0
,0.0
,0.0
125.49,0.0
100.67,0.0
96.54,0.0
87.12,0.0
64.88,0.462507
116.1,0.472747
58.45,0.0
20.92,0.0
145.77,10.2298
146.08,0.0
,0.452267
,0.0
,0.0
,10.2366
,0.0
,0.0
,26.3509
,0.0
,0.0
,0.0
125.49,0.0
100.67,1.51893
96.54,0.0
87.12,0.0
64.88,2.11285
116.1,10.2246
58.45,0.0
20.92,10.2315
145.77,0.60416
146.08,0.438613
,0.0
,10.2332
,0.0
,0.05632
,29.3547
,0.0
,0.0
,0.0
,0.0
,0.0
125.49,0.494933
100.67,0.0
96.54,4.69333
87.12,0.0
64.88,0.0
116.1,10.0796
58.45,0.0
20.92,0.0887467
145.77,0.0
146.08,0.0
,0.128
,0.375467
,10.2366
,10.2366
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
125.49,0.0
100.67,0.0
96.54,1.10933
87.12,0.0
64.88,0.0
116.1,0.0
58.45,0.612693
20.92,0.61952
145.77,0.0
146.08,10.2315
,3.87755
,0.146773
,10.2315
,10.2315
,0.0
,0.256
,0.0
,0.0
,0.0
,0.0
125.49,0.0170667
100.67,0.0
96.54,0.0
87.12,0.0
64.88,0.0
116.1,0.47104
58.45,0.44032
20.92,0.0
145.77,0.0
146.08,0.0
,0.0
,0.0
,0.0
,0.0
,17.2715
,0.0
,7.61173
,0.0
,0.0
,0.0
125.49,0.0
100.67,0.0
96.54,0.0
87.12,0.0
64.88,0.0
116.1,0.0
58.45,0.0
20.92,0.0
145.77,0.443733
146.08,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,17.2544
,0.0
,0.0
,0.0
125.49,0.0
100.67,2.6112
96.54,0.0
87.12,3.66933
64.88,0.0
116.1,0.0
58.45,0.0
20.92,0.0
145.77,10.2263
146.08,10.2298
,0.0768
,0.0
,10.2349
,10.2366
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
125.49,24.4395
100.67,0.0
96.54,0.0
87.12,0.0
64.88,0.0955733
116.1,0.0
58.45,2.93888
20.92,0.0
145.77,10.2315
146.08,0.0
,0.0
,0.0
,0.0
,0.0
,21.1456
,27.7333
,0.0
,0.0
,0.0
,0.0
125.49,0.0
100.67,0.0
96.54,0.0
87.12,0.0512
64.88,0.365227
116.1,10.2281
58.45,0.36864
20.92,0.0
145.77,10.2281
146.08,0.622933
,0.09216
,10.2281
,0.617813
,0.0221467
,29.9691
,29.9691
,0.0
,0.0
,0.0
,0.0
125.49,30.5152
100.67,5.2224
96.54,0.0
87.12,0.0
64.88,0.0
116.1,0.397653
58.45,10.2349
20.92,0.628053
145.77,0.406187
146.08,0.423253
,1.00523
,0.570027
,0.0
,10.2349
,0.0
,0.529067
,0.529067
,0.0
,0.0
,0.0
125.49,0.0
100.67,0.0
96.54,0.0
87.12,0.0
64.88,0.0
116.1,10.2281
58.45,0.5888
20.92,0.0
145.77,0.0
146.08,0.4608
,0.0
,0.453973
,0.0
,0.1536
,0.0
,0.0
,27.8869
,0.0
,0.0
,0.0
125.49,0.8192
100.67,0.0682667
96.54,0.0
87.12,0.0
64.88,0.0
116.1,0.0
58.45,0.607573
20.92,10.2315
145.77,0.0
146.08,10.2315
,2.55147
,0.0
,0.0
,0.0
,0.0
,0.290133
,29.5936
,0.0
,0.0
,0.0
125.49,0.0
100.67,0.0
96.54,0.0
87.12,0.0
64.88,0.0768
116.1,0.3584
58.45,10.2281
20.92,10.2281
145.77,0.0341333
146.08,10.2281
,0.0
,10.2263
,10.2281
,0.0
,28.9963
,0.0
,0.0
,0.8704
,3.25973
,0.0
125.49,0.0
100.67,0.0
96.54,0.0
87.12,4.06187
64.88,0.0
116.1,10.2315
58.45,9.46176
20.92,10.2315
145.77,10.2315
146.08,0.0
,0.0
,0.0
,10.2315
,0.136533
,0.0
,0.631467
,19.1147
,0.0
,0.0
,0.0341333
