NodeType,NodeId,X,Y,Z,DistanceFromBSS
gNB,0,0,0,0,0
UE,1,55.0759,25.3235,1.5,60.6373
UE,2,82.4599,20.4479,1.5,84.9706
UE,3,10.3308,75.81,1.5,76.5254
UE,4,130.977,1.21308,1.5,130.991
UE,5,121.565,26.4209,1.5,124.412
UE,6,1.38794,125.833,1.5,125.849
UE,7,10.9333,15.3086,1.5,18.8717
UE,8,23.7186,133.724,1.5,135.82
UE,9,53.6306,93.8155,1.5,108.073
UE,10,62.4722,40.5704,1.5,74.5049
UE,11,51.8238,97.8916,1.5,110.773
UE,12,121.436,27.0895,1.5,124.43
UE,13,101.901,94.5854,1.5,139.041
UE,14,70.4348,6.60668,1.5,70.7599
UE,15,19.2979,143.486,1.5,144.785
UE,16,111.421,91.6105,1.5,144.255
UE,17,65.077,28.1831,1.5,70.9334
UE,18,107.827,133.999,1.5,172.002
UE,19,144.616,52.7729,1.5,153.952
UE,20,63.9975,86.3274,1.5,107.473
