User,Train Accuracy,Validation Accuracy,Timestamp
154.13,0.40275,93.64,2024-12-11 23:22:50
66.43,0.61305,95.61,2024-12-12 00:48:54
91.84,0.6651333333333334,96.19,2024-12-12 02:14:33
51.55,0.7108833333333333,96.0,2024-12-12 03:39:12
151.17,0.7741333333333333,96.55,2024-12-12 05:03:59
151.17,0.3029,90.64,2024-12-12 11:32:12
151.17,0.41295,94.65,2024-12-12 14:21:14
66.43,0.3117833333333333,90.17,2024-12-12 18:53:04
151.17,0.64875,95.29,2024-12-12 20:44:29
90.04,0.4308166666666667,94.15,2024-12-13 14:31:29
154.13,0.6752166666666667,96.1,2024-12-13 16:20:29
51.55,0.7065833333333333,96.52,2024-12-13 18:10:10
151.17,0.7303,96.29,2024-12-13 21:01:27
51.55,0.4241333333333333,93.47,2024-12-14 13:09:23
66.43,0.6471,95.73,2024-12-14 14:34:25
154.13,0.6794166666666667,95.66,2024-12-14 15:55:39
151.17,0.7350333333333333,96.12,2024-12-14 17:17:25
66.43,0.4560666666666667,93.96,2024-12-14 19:03:58
51.55,0.5511333333333334,95.89,2024-12-14 20:27:38
90.04,0.6615333333333333,95.9,2024-12-14 21:48:50
91.84,0.7439666666666667,96.78,2024-12-14 23:17:22
154.13,0.7614833333333333,97.01,2024-12-15 00:45:50
151.17,0.78975,96.96,2024-12-15 02:15:19
66.43,0.3318833333333333,92.19,2024-12-16 14:16:03
51.55,0.6925833333333333,96.4,2024-12-16 15:41:27
90.04,0.7075166666666667,96.42,2024-12-16 17:41:09
151.17,0.769,92.65,2024-12-16 19:22:53
51.55,0.4553333333333333,93.83,2024-12-16 21:09:58
90.04,0.6032166666666666,95.99,2024-12-16 22:36:48
154.13,0.7063,96.83,2024-12-17 00:01:12
66.43,0.7311166666666666,96.63,2024-12-17 01:16:04
91.84,0.7417833333333334,96.7,2024-12-17 02:36:42
151.17,0.7676833333333334,96.06,2024-12-17 03:57:04
91.84,0.47835,94.84,2024-12-17 09:24:48
154.13,0.5666666666666667,95.94,2024-12-17 10:48:15
151.17,0.7116666666666667,96.21,2024-12-17 12:12:30
90.04,0.4361833333333333,93.2,2024-12-17 14:01:47
154.13,0.65895,95.59,2024-12-17 15:26:45
66.43,0.7236833333333333,96.92,2024-12-17 16:52:42
151.17,0.786,97.1,2024-12-17 18:18:23
151.17,0.4024166666666666,93.61,2024-12-17 20:46:04
151.17,0.3748166666666667,93.06,2024-12-17 22:17:14
91.84,0.3326833333333333,92.09,2024-12-18 13:20:02
151.17,0.6435,95.87,2024-12-18 15:16:26
90.04,0.3727666666666667,91.08,2024-12-19 10:48:03
66.43,0.6938,95.94,2024-12-19 12:15:48
91.84,0.6878,95.97,2024-12-19 13:32:15
51.55,0.7092666666666667,96.2,2024-12-19 14:49:22
51.55,0.3253333333333333,91.02,2024-12-20 14:33:30
90.04,0.6587833333333334,96.28,2024-12-20 15:51:35
91.84,0.6557333333333333,96.95,2024-12-20 17:11:58
154.13,0.7644666666666666,96.72,2024-12-20 18:30:26
66.43,0.7888333333333334,96.6,2024-12-20 19:59:50
151.17,0.78135,97.01,2024-12-20 21:20:10
151.17,0.4241666666666667,94.84,2024-12-23 14:09:17
154.13,0.3925833333333333,92.74,2024-12-24 14:42:06
66.43,0.6342833333333333,96.06,2024-12-24 16:04:37
51.55,0.7122,96.55,2024-12-24 17:23:41
90.04,0.75015,96.95,2024-12-24 18:41:22
91.84,0.7263333333333334,96.35,2024-12-24 20:02:40
151.17,0.7795333333333333,96.91,2024-12-24 21:20:21
91.84,0.4208666666666666,92.78,2024-12-25 11:17:38
151.17,0.6586166666666666,95.86,2024-12-25 12:30:05
66.43,0.38675,93.5,2024-12-25 14:16:40
154.13,0.6355166666666666,95.71,2024-12-25 15:42:35
51.55,0.6710666666666667,96.5,2024-12-25 17:07:33
90.04,0.6764166666666667,95.76,2024-12-25 18:35:33
151.17,0.7446333333333334,96.4,2024-12-25 20:06:23
91.84,0.4286166666666666,92.91,2024-12-26 12:45:50
51.55,0.6598,95.61,2024-12-26 14:13:56
154.13,0.7041333333333334,95.85,2024-12-26 16:30:25
151.17,0.4381,93.6,2024-12-31 11:49:45
66.43,0.4156666666666667,94.54,2024-12-31 17:50:11
51.55,0.6603833333333333,95.93,2024-12-31 19:08:52
151.17,0.7072333333333334,96.16,2024-12-31 20:26:24
66.43,0.4354666666666666,94.03,2025-01-01 16:33:17
90.04,0.6398,95.92,2025-01-01 18:08:48
91.84,0.7256166666666667,96.19,2025-01-01 20:15:34
154.13,0.7166666666666667,96.38,2025-01-01 21:57:32
